gamesid,appName,appType,price,release_Date,rating,requiredAge,is_Multiplayer,steam_appid,average_forever,owners,achievement,ownersNumerical
435800,Binaries,game,9.99,2016-04-04 00:00:00,-1,0,0,435800,0,"0 .. 20,000",No,10000
435970,RefRain -prism memories-,game,0.0,2016-05-12 00:00:00,-1,0,0,435970,280,"0 .. 20,000",No,10000
436000,Lovely Planet Arcade,game,0.0,1970-01-01 00:00:00,-1,0,0,436000,556,"0 .. 20,000",No,10000
436110,Medusa's Labyrinth,game,0.0,2016-02-15 00:00:00,-1,0,0,436110,19,"200,000 .. 500,000",No,250000
436140,Empire of the Gods,game,1.99,2016-01-27 00:00:00,-1,0,0,436140,513,"0 .. 20,000",No,10000
436150,Governor of Poker 3,game,0.0,2016-02-19 00:00:00,-1,0,1,436150,1848,"500,000 .. 1,000,000",No,750000
436160,The Panic Room,game,0.0,2016-04-27 00:00:00,-1,0,0,436160,0,"100,000 .. 200,000",No,150000
436220,A-10 VR,game,4.99,2016-04-05 00:00:00,-1,0,0,436220,0,"0 .. 20,000",No,10000
436230,Detached,game,0.0,1970-01-01 00:00:00,-1,0,1,436230,0,"0 .. 20,000",No,10000
436240,Melancholy Republic,game,0.0,2016-09-01 00:00:00,-1,0,0,436240,0,"0 .. 20,000",No,10000
436260,Ultimate Arena,game,22.33,2016-04-05 00:00:00,-1,0,1,436260,0,"0 .. 20,000",No,10000
436290,Children of Zodiarcs,game,0.0,1970-01-01 00:00:00,-1,0,0,436290,0,"20,000 .. 50,000",No,35000
436320,Raw Data,game,0.0,1970-01-01 00:00:00,-1,0,0,436320,0,"50,000 .. 100,000",No,75000
436360,Robo's World: The Zarnok Fortress,game,9.99,2016-03-07 00:00:00,-1,0,0,436360,0,"0 .. 20,000",No,10000
436390,Prison Run and Gun,game,1.99,2016-03-16 00:00:00,-1,0,0,436390,0,"20,000 .. 50,000",No,35000
436480,Soup: the Game,game,1.99,2016-03-18 00:00:00,-1,0,0,436480,4,"0 .. 20,000",No,10000
436490,La Peri,game,9.99,2016-04-05 00:00:00,-1,0,0,436490,0,"0 .. 20,000",No,10000
436510,Worlds of Chaos : Corruption,game,9.99,2016-02-10 00:00:00,-1,0,0,436510,0,"0 .. 20,000",No,10000
436530,Bullshot,game,0.99,2016-04-07 00:00:00,-1,0,0,436530,0,"20,000 .. 50,000",No,35000
436560,Kings and Heroes,game,0.0,2016-05-31 00:00:00,-1,0,1,436560,0,"20,000 .. 50,000",No,35000
436820,Waltz of the Wizard,game,0.0,2016-05-01 00:00:00,-1,0,0,436820,42,"200,000 .. 500,000",No,250000
436860,Arctic alive,game,3.99,2016-01-29 00:00:00,-1,0,0,436860,0,"0 .. 20,000",No,10000
436870,Tank Brawl,game,3.99,2016-04-20 00:00:00,-1,0,0,436870,0,"0 .. 20,000",No,10000
436940,Quar: Battle for Gate 18,game,19.99,2016-04-04 00:00:00,-1,0,0,436940,0,"0 .. 20,000",No,10000
436950,Mosaic Maze,game,4.99,2016-02-12 00:00:00,-1,0,0,436950,0,"0 .. 20,000",No,10000
437000,GUILTY GEAR 2 -OVERTURE-,game,19.99,2016-03-31 00:00:00,-1,0,1,437000,0,"20,000 .. 50,000",No,35000
437060,MOAI 3: Trade Mission Collector's Edition,game,9.99,2016-01-29 00:00:00,-1,0,0,437060,0,"0 .. 20,000",No,10000
437090,Wobbly Jungle,game,4.99,2016-04-14 00:00:00,-1,0,0,437090,0,"20,000 .. 50,000",No,35000
437100,My Night Job,game,7.99,2016-04-21 00:00:00,-1,0,0,437100,0,"0 .. 20,000",No,10000
437170,The Amazing Adventures of Ash - Afterparty,game,1.99,2016-01-21 00:00:00,-1,0,0,437170,0,"0 .. 20,000",No,10000
437180,Chill the Piro,game,3.99,2016-04-28 00:00:00,-1,0,0,437180,292,"20,000 .. 50,000",No,35000
437390,HoPiKo,game,0.0,1970-01-01 00:00:00,-1,0,0,437390,0,"50,000 .. 100,000",No,75000
437400,SOLRAVEN,game,0.0,2016-03-03 00:00:00,-1,0,0,437400,1,"50,000 .. 100,000",No,75000
437420,The Secret Order 3: Ancient Times,game,9.99,2016-03-10 00:00:00,-1,0,0,437420,0,"20,000 .. 50,000",No,35000
437520,ZeGame,game,0.0,2016-05-07 20:16:00,-1,0,0,437520,0,"0 .. 20,000",No,10000
437530,A Blind Legend,game,6.99,2016-04-07 00:00:00,-1,0,0,437530,189,"0 .. 20,000",No,10000
437570,GoNNER,game,0.0,1970-01-01 00:00:00,-1,0,0,437570,60,"100,000 .. 200,000",No,150000
437710,Magic Flute,game,4.99,2016-02-17 00:00:00,-1,0,0,437710,0,"0 .. 20,000",No,10000
437740,Inside: Before Birth,game,3.99,2016-02-11 00:00:00,-1,0,0,437740,0,"0 .. 20,000",No,10000
437870,Earth Space Colonies,game,9.99,2016-02-12 00:00:00,-1,0,0,437870,0,"0 .. 20,000",No,10000
437880,Project Graviton,game,1.99,2016-02-15 00:00:00,-1,0,0,437880,0,"0 .. 20,000",No,10000
437890,AuroraRL,game,4.99,2016-04-08 00:00:00,-1,0,0,437890,571,"200,000 .. 500,000",No,250000
437900,Party Jousting,game,0.0,2016-03-01 00:00:00,-1,0,0,437900,1,"500,000 .. 1,000,000",No,750000
438000,PIXELMAN,game,2.99,2016-02-23 00:00:00,-1,0,0,438000,0,"0 .. 20,000",No,10000
438010,PulseCharge,game,0.99,2016-01-27 00:00:00,-1,0,0,438010,253,"100,000 .. 200,000",No,150000
438020,AI: Rampage,game,1.99,2016-01-27 00:00:00,-1,0,0,438020,288,"200,000 .. 500,000",No,250000
438030,Dead6hot,game,0.99,2016-02-01 00:00:00,-1,0,0,438030,255,"200,000 .. 500,000",No,250000
438040,Shakes and Fidget,game,0.0,2016-02-24 00:00:00,-1,0,0,438040,1752,"1,000,000 .. 2,000,000",No,150000
438080,Surfingers,game,1.99,2016-01-27 00:00:00,-1,0,1,438080,245,"50,000 .. 100,000",No,75000
438130,Root Double -Before Crime * After Days- Xtend Edition,game,34.99,2016-04-27 00:00:00,-1,0,0,438130,719,"0 .. 20,000",No,10000
438140,Star Realms,game,0.0,2016-03-08 00:00:00,-1,0,1,438140,0,"100,000 .. 200,000",No,150000
438160,LILT,game,4.99,2016-01-28 00:00:00,-1,0,1,438160,0,"0 .. 20,000",No,10000
438180,Super Mustache,game,0.99,2016-01-27 00:00:00,-1,0,0,438180,210,"500,000 .. 1,000,000",No,750000
438220,Castle Heist: Chapter 1,game,2.99,2016-05-05 00:00:00,-1,0,0,438220,0,"0 .. 20,000",No,10000
438260,Rewind,game,14.99,2016-03-31 00:00:00,-1,0,0,438260,0,"0 .. 20,000",No,10000
438270,Learn Japanese To Survive! Hiragana Battle,game,6.99,2016-02-16 00:00:00,-1,0,0,438270,91,"100,000 .. 200,000",No,150000
438340,Drizzlepath: Genie,game,7.99,2016-02-22 00:00:00,-1,0,0,438340,0,"0 .. 20,000",No,10000
438350,Dynetzzle Extended,game,0.99,2016-03-15 00:00:00,-1,0,0,438350,0,"0 .. 20,000",No,10000
438360,Infinitesimal Point,game,12.99,2016-02-03 00:00:00,-1,0,0,438360,0,"0 .. 20,000",No,10000
438430,Valentino Rossi The Game,game,0.0,2016-06-16 00:00:00,-1,0,1,438430,0,"20,000 .. 50,000",No,35000
438440,Star Rogue,game,9.99,2016-02-01 00:00:00,-1,0,0,438440,0,"0 .. 20,000",No,10000
438480,Rock 'N' Roll Defense,game,4.99,2016-02-23 00:00:00,-1,0,0,438480,305,"200,000 .. 500,000",No,250000
438560,Mystery Case Files®: Escape from Ravenhearst™,game,9.99,2016-02-03 00:00:00,-1,0,0,438560,0,"0 .. 20,000",No,10000
438600,Soccer Manager,game,0.0,2016-02-09 00:00:00,-1,0,1,438600,11,"100,000 .. 200,000",No,150000
438660,Jerry Rice & Nitus' Dog Football,game,19.99,2016-02-11 00:00:00,-1,0,0,438660,0,"0 .. 20,000",No,10000
438730,Poly Towns,game,4.99,2016-04-22 00:00:00,-1,0,0,438730,0,"0 .. 20,000",No,10000
438820,Hyper Box,game,2.99,2016-03-16 00:00:00,-1,0,0,438820,0,"0 .. 20,000",No,10000
438920,Legends of Callasia,game,0.0,2016-02-11 00:00:00,-1,0,1,438920,0,"50,000 .. 100,000",No,75000
439190,Stories: The Path of Destinies,game,14.99,2016-04-12 00:00:00,75,0,0,439190,272,"1,000,000 .. 2,000,000",No,150000
439250,Space Pilgrim Episode III: Delta Pavonis,game,1.99,2016-02-04 00:00:00,-1,0,0,439250,325,"200,000 .. 500,000",No,250000
439310,Until I Have You,game,13.99,2016-04-04 00:00:00,-1,0,0,439310,0,"0 .. 20,000",No,10000
439440,Of Carrots And Blood,game,4.99,2016-03-25 00:00:00,-1,0,1,439440,0,"20,000 .. 50,000",No,35000
439550,'n Verlore Verstand,game,14.99,2016-04-05 00:00:00,-1,0,0,439550,0,"50,000 .. 100,000",No,75000
439720,Unending Galaxy,game,11.99,2016-02-19 00:00:00,-1,0,0,439720,0,"0 .. 20,000",No,10000
439730,XO-Planets,game,9.99,2016-04-21 00:00:00,-1,0,0,439730,0,"0 .. 20,000",No,10000
439740,Eclipsed,game,5.99,2016-02-17 00:00:00,-1,0,0,439740,0,"0 .. 20,000",No,10000
439750,The Lost Heir 2: Forging a Kingdom,game,3.99,2016-01-29 00:00:00,-1,0,0,439750,0,"0 .. 20,000",No,10000
439770,The Lost Heir: The Fall of Daria,game,3.99,2016-01-29 00:00:00,-1,0,0,439770,0,"0 .. 20,000",No,10000
439880,Heroes of Loot 2,game,0.0,2016-05-07 20:16:00,-1,0,0,439880,0,"0 .. 20,000",No,10000
439910,Risky Rescue,game,0.99,2016-02-19 00:00:00,-1,0,1,439910,209,"50,000 .. 100,000",No,75000
439920,Royal Heroes,game,2.99,2016-03-16 00:00:00,-1,0,0,439920,377,"50,000 .. 100,000",No,75000
439930,Control Craft 2,game,2.99,2016-02-15 00:00:00,-1,0,0,439930,625,"0 .. 20,000",No,10000
439940,Lucid9: Inciting Incident,game,0.0,2016-04-14 00:00:00,-1,0,0,439940,1,"100,000 .. 200,000",No,150000
439950,Frontier,game,12.99,2016-03-04 00:00:00,-1,0,0,439950,0,"0 .. 20,000",No,10000
439960,Falling Stars: War of Empires,game,19.99,2016-04-27 00:00:00,-1,0,1,439960,0,"0 .. 20,000",No,10000
440280,Overpower,game,14.99,2016-04-20 00:00:00,-1,0,1,440280,0,"0 .. 20,000",No,10000
440340,Banzai Escape,game,5.99,2016-02-29 00:00:00,-1,0,0,440340,0,"20,000 .. 50,000",No,35000
440380,Super Kitty Boing Boing,game,5.99,2016-03-03 00:00:00,-1,0,0,440380,0,"0 .. 20,000",No,10000
440410,Wolfsong,game,9.99,2016-02-01 00:00:00,-1,0,0,440410,0,"0 .. 20,000",No,10000
440470,Absence,game,5.99,2016-02-11 00:00:00,-1,0,0,440470,0,"0 .. 20,000",No,10000
440540,Ara Fell,game,0.0,2016-06-02 00:00:00,-1,0,0,440540,0,"50,000 .. 100,000",No,75000
440550,RunGunJumpGun,game,0.0,1970-01-01 00:00:00,-1,0,0,440550,0,"0 .. 20,000",No,10000
440630,The Brookhaven Experiment,game,19.99,2016-06-21 00:00:00,-1,0,0,440630,0,"50,000 .. 100,000",No,75000
440690,Mesel,game,4.99,2016-02-23 00:00:00,-1,0,0,440690,0,"0 .. 20,000",No,10000
440720,Pandora`s room,game,8.99,2016-03-29 00:00:00,-1,0,0,440720,0,"0 .. 20,000",No,10000
440730,The Inverted Evolution,game,4.99,2016-04-22 00:00:00,-1,0,0,440730,164,"50,000 .. 100,000",No,75000
440740,Tap Tap Legions - Epic battles within 5 seconds!,game,0.0,2016-02-08 00:00:00,-1,0,0,440740,1,"100,000 .. 200,000",No,150000
440750,Story of a Cube,game,5.99,2016-03-04 00:00:00,-1,0,0,440750,217,"20,000 .. 50,000",No,35000
440760,Cube Destroyer,game,2.99,2016-02-15 00:00:00,-1,0,0,440760,193,"100,000 .. 200,000",No,150000
440770,Drawn Story,game,4.99,2016-02-11 00:00:00,-1,0,0,440770,0,"0 .. 20,000",No,10000
440790,Spellbind,game,2.99,2016-03-04 00:00:00,-1,0,0,440790,0,"0 .. 20,000",No,10000
440800,Trial by Viking,game,14.99,2016-03-29 00:00:00,-1,0,0,440800,0,"0 .. 20,000",No,10000
440810,1943 Megami Strike,game,8.99,2016-02-24 00:00:00,-1,0,1,440810,0,"0 .. 20,000",No,10000
440870,Mysteries of the Past: Shadow of the Daemon Collector's Edition,game,9.99,2016-02-19 00:00:00,-1,0,0,440870,0,"0 .. 20,000",No,10000
440880,The Count Lucanor,game,9.99,2016-03-03 00:00:00,79,0,0,440880,220,"50,000 .. 100,000",No,75000
440950,Story Of the Survivor,game,4.99,2016-02-16 00:00:00,-1,0,0,440950,0,"50,000 .. 100,000",No,75000
441060,Silver Creek Falls - Chapter 3,game,4.99,2016-03-31 00:00:00,-1,0,0,441060,0,"0 .. 20,000",No,10000
441230,Babel: Tower to the Gods,game,9.99,2016-04-05 00:00:00,-1,0,0,441230,0,"0 .. 20,000",No,10000
441280,Pharaoh Rebirth+,game,9.99,2016-03-17 00:00:00,-1,0,0,441280,272,"0 .. 20,000",No,10000
441550,STAR WARS™ Rebellion,game,5.99,2016-03-01 00:00:00,-1,0,0,441550,8,"200,000 .. 500,000",No,250000
441640,VALENS,game,7.99,2016-02-18 00:00:00,-1,0,0,441640,0,"0 .. 20,000",No,10000
441670,Jelly Killer,game,2.99,2016-03-24 00:00:00,-1,0,0,441670,223,"20,000 .. 50,000",No,35000
441680,Obscuritas,game,19.99,2016-03-17 00:00:00,63,0,0,441680,0,"0 .. 20,000",No,10000
441790,Fragmented,game,24.99,2016-04-26 00:00:00,-1,0,1,441790,148,"50,000 .. 100,000",No,75000
441870,OutDrive,game,2.99,2016-02-22 00:00:00,-1,0,0,441870,51,"100,000 .. 200,000",No,150000
442000,Alone K.W.,game,0.99,2016-02-29 00:00:00,-1,0,0,442000,388,"100,000 .. 200,000",No,150000
442080,Riders of Icarus,game,0.0,2016-06-29 00:00:00,-1,0,1,442080,1859,"1,000,000 .. 2,000,000",No,150000
442140,Dyadic,game,9.99,2016-02-25 00:00:00,-1,0,0,442140,0,"0 .. 20,000",No,10000
442210,Switchcars,game,8.99,2016-03-04 00:00:00,-1,0,0,442210,0,"20,000 .. 50,000",No,35000
442220,Iron Madness,game,0.99,2016-03-02 00:00:00,-1,0,1,442220,0,"0 .. 20,000",No,10000
442260,Sprinter,game,7.99,2016-02-25 00:00:00,-1,0,0,442260,0,"0 .. 20,000",No,10000
442290,Pointless,game,0.99,2016-02-22 00:00:00,-1,0,0,442290,0,"0 .. 20,000",No,10000
442500,Age Of Gladiators,game,9.99,2016-02-25 00:00:00,-1,0,0,442500,383,"50,000 .. 100,000",No,75000
442770,The Minims,game,9.99,2016-04-01 00:00:00,-1,0,0,442770,0,"0 .. 20,000",No,10000
442780,STRAFE®,game,0.0,1970-01-01 00:00:00,-1,0,0,442780,181,"200,000 .. 500,000",No,250000
442860,Vega Tank,game,4.99,2016-04-29 00:00:00,-1,0,1,442860,0,"0 .. 20,000",No,10000
442890,Magic Potion Explorer,game,9.99,2016-03-11 00:00:00,-1,0,0,442890,0,"0 .. 20,000",No,10000
443020,Victory and Glory: Napoleon,game,29.99,2016-03-17 00:00:00,-1,0,0,443020,0,"0 .. 20,000",No,10000
443070,Insane Insects: The Inception,game,9.99,2016-05-02 00:00:00,-1,0,0,443070,0,"0 .. 20,000",No,10000
443250,Legacy of the Elder Star,game,0.0,1970-01-01 00:00:00,-1,0,0,443250,0,"0 .. 20,000",No,10000
443360,Red Comrades 2: For the Great Justice,game,0.0,2016-09-22 00:00:00,-1,0,0,443360,0,"0 .. 20,000",No,10000
443370,The Treasures of Montezuma 5,game,6.99,2016-03-10 00:00:00,-1,0,0,443370,0,"0 .. 20,000",No,10000
443380,Tokyo Babel,game,34.99,2016-03-31 00:00:00,-1,0,0,443380,0,"0 .. 20,000",No,10000
443420,Artificial Defense,game,0.0,1970-01-01 00:00:00,-1,0,0,443420,0,"20,000 .. 50,000",No,35000
443450,LASTFIGHT,game,0.0,2016-05-19 00:00:00,-1,0,0,443450,0,"0 .. 20,000",No,10000
443460,Star Sky 2,game,3.99,2016-03-02 00:00:00,-1,0,0,443460,162,"0 .. 20,000",No,10000
443530,Adam and Eve: The Game - Chapter 1,game,3.99,2016-02-26 00:00:00,-1,0,0,443530,0,"20,000 .. 50,000",No,35000
443580,Antenna,game,0.0,2016-04-07 00:00:00,-1,0,0,443580,20,"200,000 .. 500,000",No,250000
443650,Wailing Heights,game,9.99,2016-04-27 00:00:00,-1,0,0,443650,0,"0 .. 20,000",No,10000
443680,Revenge of Roger Rouge,game,0.99,2016-04-22 00:00:00,-1,0,0,443680,263,"20,000 .. 50,000",No,35000
443700,The Inner Sea,game,11.99,2016-03-30 00:00:00,-1,0,0,443700,0,"0 .. 20,000",No,10000
443800,Ruckus Ridge VR Party,game,19.99,2016-04-05 00:00:00,-1,0,1,443800,0,"0 .. 20,000",No,10000
443830,The Daring Mermaid Expedition,game,2.99,2016-02-12 00:00:00,-1,0,0,443830,0,"0 .. 20,000",No,10000
443850,Tross,game,4.99,2016-02-25 00:00:00,-1,0,0,443850,0,"0 .. 20,000",No,10000
443940,Unknown Battle,game,1.99,2016-03-14 00:00:00,-1,0,0,443940,326,"200,000 .. 500,000",No,250000
444020,Coffee Pot Terrarium,game,0.0,2016-06-02 00:00:00,-1,0,0,444020,0,"0 .. 20,000",No,10000
444160,Bonsai,game,0.99,2016-02-18 00:00:00,-1,0,0,444160,294,"50,000 .. 100,000",No,75000
444180,Techwars Online,game,9.99,2016-03-17 00:00:00,-1,0,1,444180,0,"0 .. 20,000",No,10000
444210,Desert Thunder: Strike Force,game,2.99,2016-04-25 00:00:00,-1,0,0,444210,0,"0 .. 20,000",No,10000
444220,Asteroid Bounty Hunter,game,7.99,2016-02-24 00:00:00,-1,0,0,444220,164,"100,000 .. 200,000",No,150000
444250,Crown and Council,game,0.0,2016-04-22 00:00:00,-1,0,0,444250,0,"100,000 .. 200,000",No,150000
444260,Mindless Running,game,0.99,2016-02-18 00:00:00,-1,0,0,444260,338,"50,000 .. 100,000",No,75000
444270,Hypersensitive Bob,game,4.99,2016-03-29 00:00:00,-1,0,0,444270,0,"0 .. 20,000",No,10000
444280,Alice's Patchwork,game,4.99,2016-03-03 00:00:00,-1,0,0,444280,211,"20,000 .. 50,000",No,35000
444290,28 Waves Later,game,0.0,2016-05-31 00:00:00,-1,0,0,444290,0,"200,000 .. 500,000",No,250000
444320,Jumpix Jump,game,3.99,2016-02-15 00:00:00,-1,0,0,444320,0,"0 .. 20,000",No,10000
444350,HACK_IT,game,4.99,2016-05-05 00:00:00,-1,0,0,444350,0,"0 .. 20,000",No,10000
444410,Find Out,game,3.99,2016-02-16 00:00:00,-1,0,0,444410,220,"100,000 .. 200,000",No,150000
444420,24 Hours 'til Rescue,game,3.99,2016-02-19 00:00:00,-1,0,0,444420,0,"20,000 .. 50,000",No,35000
444430,Zeus vs Monsters - Math Game for kids,game,5.99,2016-02-18 00:00:00,-1,0,0,444430,0,"0 .. 20,000",No,10000
444440,Scapeland,game,3.99,2016-03-31 00:00:00,-1,0,0,444440,0,"0 .. 20,000",No,10000
444480,Broken Dreams,game,1.99,2016-02-19 00:00:00,-1,0,0,444480,233,"200,000 .. 500,000",No,250000
444520,Leave Me Alone,game,2.99,2016-04-20 00:00:00,-1,0,0,444520,238,"20,000 .. 50,000",No,35000
444530,Light Repair Team #4,game,7.99,2016-04-05 00:00:00,-1,0,0,444530,0,"0 .. 20,000",No,10000
444550,Void 21,game,10.99,2016-04-04 00:00:00,-1,0,0,444550,0,"0 .. 20,000",No,10000
444580,ALONE IN SPACE,game,14.99,2016-02-22 00:00:00,-1,0,0,444580,0,"20,000 .. 50,000",No,35000
444590,Shrouded in Sanity,game,7.99,2016-04-27 00:00:00,-1,0,0,444590,0,"20,000 .. 50,000",No,35000
444650,Endciv,game,14.99,2016-04-21 00:00:00,-1,0,0,444650,0,"0 .. 20,000",No,10000
444670,SUPER IMPOSSIBLE ROAD,game,0.0,1970-01-01 00:00:00,-1,0,1,444670,0,"0 .. 20,000",No,10000
444710,Battle Crust,game,7.99,2016-02-25 00:00:00,-1,0,0,444710,0,"0 .. 20,000",No,10000
444720,Inexistence,game,5.99,2016-04-18 00:00:00,-1,0,0,444720,288,"100,000 .. 200,000",No,150000
444740,Cologne,game,2.99,2016-03-10 00:00:00,-1,0,0,444740,0,"0 .. 20,000",No,10000
444770,Mimpi Dreams,game,9.99,2016-03-22 00:00:00,-1,0,0,444770,87,"50,000 .. 100,000",No,75000
444790,Abandoned Knight,game,1.99,2016-04-27 00:00:00,-1,0,0,444790,233,"200,000 .. 500,000",No,250000
444800,NO THING,game,3.99,2016-04-07 00:00:00,-1,0,0,444800,0,"20,000 .. 50,000",No,35000
444830,Concrete and Steel,game,0.0,2016-05-01 00:00:00,-1,0,1,444830,0,"0 .. 20,000",No,10000
444940,UBERMOSH:BLACK,game,2.99,2016-02-17 00:00:00,-1,0,0,444940,151,"20,000 .. 50,000",No,35000
444950,Let's Eat! Seaside Cafe,game,9.99,2016-02-26 00:00:00,-1,0,0,444950,0,"0 .. 20,000",No,10000
445020,Frozen Synapse 2,game,0.0,1970-01-01 00:00:00,-1,0,1,445020,0,"0 .. 20,000",No,10000
445040,Sorcery! Part 3,game,9.99,2016-04-05 00:00:00,-1,0,0,445040,0,"0 .. 20,000",No,10000
445050,Paintey,game,14.99,2016-04-18 00:00:00,-1,0,0,445050,0,"0 .. 20,000",No,10000
445070,Tatsu,game,9.99,2016-04-08 00:00:00,-1,0,1,445070,0,"0 .. 20,000",No,10000
445110,Tasty Planet: Back for Seconds,game,5.99,2016-03-29 00:00:00,-1,0,0,445110,435,"20,000 .. 50,000",No,35000
445130,The Average Everyday Adventures of Samantha Browne,game,0.0,2016-04-18 00:00:00,-1,0,0,445130,1,"100,000 .. 200,000",No,150000
445170,The Haunting of Billy,game,2.99,2016-02-26 00:00:00,-1,0,0,445170,179,"20,000 .. 50,000",No,35000
445210,Tiny Knight,game,8.99,2016-03-17 00:00:00,-1,0,0,445210,0,"0 .. 20,000",No,10000
445420,Aselia the Eternal -The Spirit of Eternity Sword-,game,14.99,2016-04-29 00:00:00,-1,0,0,445420,0,"0 .. 20,000",No,10000
445430,Seinarukana -The Spirit of Eternity Sword 2-,game,0.0,2016-09-01 00:00:00,-1,0,0,445430,0,"0 .. 20,000",No,10000
445600,Void Raiders,game,4.99,2016-03-16 00:00:00,-1,0,0,445600,0,"0 .. 20,000",No,10000
445750,Settled,game,1.99,2016-02-29 00:00:00,-1,17,0,445750,0,"0 .. 20,000",No,10000
445770,Airport Madness 3D,game,0.0,2016-05-25 00:00:00,-1,0,0,445770,0,"20,000 .. 50,000",No,35000
445840,Undead vs Plants,game,6.99,2016-02-25 00:00:00,-1,0,0,445840,0,"0 .. 20,000",No,10000
445860,Toy Plane Heroes,game,12.99,2016-04-05 00:00:00,-1,0,1,445860,0,"0 .. 20,000",No,10000
445980,Wizard of Legend,game,0.0,1970-01-01 00:00:00,-1,0,0,445980,386,"200,000 .. 500,000",No,250000
446000,Pocket Space Empire,game,24.99,2016-03-09 00:00:00,-1,0,0,446000,0,"0 .. 20,000",No,10000
446010,CitiesCorp Concept - Build Everything on Your Own,game,19.99,2016-04-29 00:00:00,-1,0,0,446010,0,"0 .. 20,000",No,10000
446020,Jalopy,game,12.99,2016-04-22 00:00:00,-1,0,0,446020,283,"100,000 .. 200,000",No,150000
446070,ecotone,game,8.99,2016-05-06 00:00:00,-1,0,0,446070,0,"0 .. 20,000",No,10000
446120,Bunker Punks,game,14.99,2016-03-30 00:00:00,-1,0,0,446120,121,"0 .. 20,000",No,10000
446240,Trawl,game,0.0,2016-05-13 00:00:00,-1,0,0,446240,0,"0 .. 20,000",No,10000
446250,Silver Bullet: Prometheus,game,9.99,2016-04-08 00:00:00,-1,0,0,446250,0,"0 .. 20,000",No,10000
446310,Sabres of Infinity,game,3.99,2016-03-29 00:00:00,-1,0,0,446310,0,"0 .. 20,000",No,10000
446330,Guns of Infinity,game,4.99,2016-03-29 00:00:00,-1,0,0,446330,0,"0 .. 20,000",No,10000
446380,Sophie's Curse,game,4.99,2016-03-16 00:00:00,-1,0,0,446380,221,"50,000 .. 100,000",No,75000
446430,Doctor Watson - Treasure Island,game,7.99,2016-03-11 00:00:00,-1,0,0,446430,0,"0 .. 20,000",No,10000
446440,Doctor Watson - The Riddle of the Catacombs,game,7.99,2016-03-04 00:00:00,-1,0,0,446440,0,"0 .. 20,000",No,10000
446450,Blaster Simulator,game,4.99,2016-04-28 00:00:00,-1,0,0,446450,0,"0 .. 20,000",No,10000
446460,Highland Warriors,game,7.99,2016-03-04 00:00:00,58,0,0,446460,0,"0 .. 20,000",No,10000
446470,New York Taxi Simulator,game,4.99,2016-03-04 00:00:00,-1,0,0,446470,0,"0 .. 20,000",No,10000
446480,New York Bus Simulator,game,4.99,2016-03-04 00:00:00,-1,0,0,446480,0,"0 .. 20,000",No,10000
446590,7 Mages,game,8.99,2016-03-14 00:00:00,-1,0,0,446590,0,"0 .. 20,000",No,10000
446620,Zombie Training Simulator,game,19.99,2016-04-15 00:00:00,-1,0,0,446620,122,"100,000 .. 200,000",No,150000
446640,Space Pilgrim Episode IV: Sol,game,1.99,2016-03-04 00:00:00,-1,0,0,446640,335,"100,000 .. 200,000",No,150000
446760,Neighborhorde,game,0.0,1970-01-01 00:00:00,-1,0,0,446760,0,"0 .. 20,000",No,10000
446770,Skeet: VR Target Shooting,game,0.0,2016-04-05 00:00:00,-1,0,0,446770,0,"100,000 .. 200,000",No,150000
446780,AMOK,game,4.99,2016-03-22 00:00:00,-1,0,0,446780,264,"50,000 .. 100,000",No,75000
446800,Transport Fever,game,0.0,1970-01-01 00:00:00,-1,0,0,446800,849,"200,000 .. 500,000",No,250000
446870,Glitchrunners,game,12.99,2016-04-08 00:00:00,-1,0,0,446870,0,"0 .. 20,000",No,10000
446910,Night Blights,game,4.99,2016-04-15 00:00:00,-1,0,0,446910,0,"0 .. 20,000",No,10000
446990,The Huntsman: Winter's Curse,game,0.0,2016-04-22 00:00:00,-1,0,0,446990,0,"50,000 .. 100,000",No,75000
447000,Grimsfield,game,0.0,1970-01-01 00:00:00,-1,0,0,447000,0,"0 .. 20,000",No,10000
447100,XLR,game,18.99,2016-04-05 00:00:00,-1,0,1,447100,0,"0 .. 20,000",No,10000
447170,"Destiny's Princess: A War Story, A Love Story",game,15.99,2016-04-05 00:00:00,-1,13,0,447170,0,"0 .. 20,000",No,10000
447180,My Secret Pets!,game,0.0,2016-05-01 00:00:00,-1,13,0,447180,0,"0 .. 20,000",No,10000
447190,Pub Encounter,game,17.99,2016-04-12 00:00:00,-1,13,0,447190,0,"0 .. 20,000",No,10000
447200,The Men of Yoshiwara: Ohgiya,game,15.99,2016-04-19 00:00:00,-1,13,0,447200,0,"0 .. 20,000",No,10000
447240,Zasa - An AI Story,game,0.99,2016-04-11 00:00:00,-1,0,0,447240,0,"20,000 .. 50,000",No,35000
447310,Paper Train Traffic,game,1.99,2016-03-04 00:00:00,-1,0,0,447310,0,"0 .. 20,000",No,10000
447540,Lost Cosmonaut,game,6.99,2016-03-25 00:00:00,-1,0,0,447540,0,"0 .. 20,000",No,10000
